Time [s],Current [A],Voltage [V],Temperature [degC],Cycle,Step,Capacity [A.h]
5580.0,1.0,3.903120089200983,25.480210618357432,0.0,0.0,1.549999999999997
5610.0,1.0,3.9015446041148656,25.479732665873883,0.0,0.0,1.5583333333333302
5640.0,1.0,3.8999457525355647,25.47925913081923,0.0,0.0,1.5666666666666635
5670.0,1.0,3.8983225176923257,25.478790144762286,0.0,0.0,1.5749999999999968
5700.0,1.0,3.896673997123363,25.478326017451423,0.0,0.0,1.5833333333333302
5730.0,1.0,3.894999429246917,25.477870253816775,0.0,0.0,1.5916666666666635
5760.0,1.0,3.8932982079177916,25.477419383585755,0.0,0.0,1.5999999999999968
5790.0,1.0,3.8915699154368526,25.4769717112747,0.0,0.0,1.60833333333333
5820.0,1.0,3.8898143479872864,25.47652875112874,0.0,0.0,1.6166666666666634
5850.0,1.0,3.888031538016105,25.47609479852167,0.0,0.0,1.6249999999999967
5880.0,1.0,3.8862217634341065,25.475664988425763,0.0,0.0,1.63333333333333
5910.0,1.0,3.884385578813945,25.475239320840956,0.0,0.0,1.6416666666666633
5940.0,1.0,3.882523824440614,25.474817795767365,0.0,0.0,1.6499999999999966
5970.0,1.0,3.8806376352004084,25.474400413204762,0.0,0.0,1.6583333333333299
6000.0,1.0,3.8787284437860494,25.473987173153432,0.0,0.0,1.6666666666666632
6030.0,1.0,3.87679797751553,25.473578075613148,0.0,0.0,1.6749999999999965
6060.0,1.0,3.8748482482484543,25.47317312058408,0.0,0.0,1.6833333333333298
6090.0,1.0,3.872881535121161,25.472772308066055,0.0,0.0,1.691666666666663
6120.0,1.0,3.870900360101361,25.47237563805919,0.0,0.0,1.6999999999999964
6150.0,1.0,3.8689074566703314,25.47198311056343,0.0,0.0,1.7083333333333297
6180.0,1.0,3.8669057322569786,25.471594725578825,0.0,0.0,1.716666666666663
6210.0,1.0,3.864898225353168,25.47121048310538,0.0,0.0,1.7249999999999963
6240.0,1.0,3.86288805854074,25.470830414644695,0.0,0.0,1.7333333333333296
6270.0,1.0,3.860878389005795,25.470454811977447,0.0,0.0,1.741666666666663
6300.0,1.0,3.8588723602775516,25.470086930301193,0.0,0.0,1.7499999999999962
6330.0,1.0,3.8568730428625657,25.46972355590964,0.0,0.0,1.7583333333333295
6360.0,1.0,3.8548833937378686,25.46936312710278,0.0,0.0,1.7666666666666628
6390.0,1.0,3.8529062129087848,25.469007055155316,0.0,0.0,1.7749999999999961
6420.0,1.0,3.850944103196684,25.468659329008176,0.0,0.0,1.7833333333333294
6450.0,1.0,3.8489994257352214,25.46831540537886,0.0,0.0,1.7916666666666627
6480.0,1.0,3.847074285192965,25.46797528426748,0.0,0.0,1.799999999999996
6510.0,1.0,3.8451705052962555,25.467638965673984,0.0,0.0,1.8083333333333294
6540.0,1.0,3.843289615915233,25.46730644959831,0.0,0.0,1.8166666666666627
6570.0,1.0,3.841432847210162,25.466977736040462,0.0,0.0,1.824999999999996
6600.0,1.0,3.8396011304134223,25.46665282500055,0.0,0.0,1.8333333333333293
6630.0,1.0,3.8377951046144783,25.466331716478408,0.0,0.0,1.8416666666666626
6660.0,1.0,3.8360151287618907,25.4660144104742,0.0,0.0,1.8499999999999959
6690.0,1.0,3.8342612979991895,25.465700906987877,0.0,0.0,1.8583333333333292
6720.0,1.0,3.8325334634081014,25.46539120601932,0.0,0.0,1.8666666666666625
6750.0,1.0,3.830831254237289,25.4650853075687,0.0,0.0,1.8749999999999958
6780.0,1.0,3.829154101739043,25.464783211635904,0.0,0.0,1.883333333333329
6810.0,1.0,3.8275012638117083,25.464484918221046,0.0,0.0,1.8916666666666624
6840.0,1.0,3.8258718498881867,25.464190581887863,0.0,0.0,1.8999999999999957
6870.0,1.0,3.824264847864312,25.46390334515371,0.0,0.0,1.908333333333329
6900.0,1.0,3.822679138745732,25.463620244836648,0.0,0.0,1.9166666666666623
6930.0,1.0,3.821113525795331,25.46333984773628,0.0,0.0,1.9249999999999956
6960.0,1.0,3.8195667559931263,25.463063492862545,0.0,0.0,1.933333333333329
6990.0,1.0,3.8180375382012124,25.4627949510666,0.0,0.0,1.9416666666666622
7020.0,1.0,3.816524549813773,25.462529902943913,0.0,0.0,1.9499999999999955
7050.0,1.0,3.81502646319506,25.46226834849449,0.0,0.0,1.9583333333333288
7080.0,1.0,3.813541954406901,25.462010287718385,0.0,0.0,1.9666666666666621
7110.0,1.0,3.8120697142229023,25.4617557206156,0.0,0.0,1.9749999999999954
7140.0,1.0,3.8106084574475876,25.46150464718602,0.0,0.0,1.9833333333333287
7170.0,1.0,3.809156930668736,25.461257067429813,0.0,0.0,1.991666666666662
7200.0,1.0,3.807713918584036,25.461012981346755,0.0,0.0,1.9999999999999953
7230.0,1.0,3.8062782490489497,25.46077238893713,0.0,0.0,2.008333333333329
7260.0,1.0,3.8048487969928937,25.46053529020071,0.0,0.0,2.016666666666662
7290.0,1.0,3.803424487346571,25.46030168513761,0.0,0.0,2.0249999999999955
7320.0,1.0,3.8020042971164014,25.46007157374777,0.0,0.0,2.0333333333333288
7350.0,1.0,3.8005872567323626,25.45984495603119,0.0,0.0,2.041666666666662
7380.0,1.0,3.7991724507850626,25.459621831987874,0.0,0.0,2.0499999999999954
7410.0,1.0,3.797759018286596,25.45940223362129,0.0,0.0,2.0583333333333287
7440.0,1.0,3.7963461552587208,25.459189166318197,0.0,0.0,2.066666666666662
7470.0,1.0,3.794933106043153,25.4589799318494,0.0,0.0,2.0749999999999953
7500.0,1.0,3.7935191691931482,25.45877320220086,0.0,0.0,2.0833333333333286
7530.0,1.0,3.792103697673554,25.4585702697878,0.0,0.0,2.091666666666662
7560.0,1.0,3.7906860974668364,25.458374763461336,0.0,0.0,2.099999999999995
7590.0,1.0,3.789265816797916,25.458182507294055,0.0,0.0,2.1083333333333285
7620.0,1.0,3.787842356113314,25.457993501285898,0.0,0.0,2.116666666666662
7650.0,1.0,3.7864152628069756,25.45780774543681,0.0,0.0,2.124999999999995
7680.0,1.0,3.784984129859021,25.457625239746903,0.0,0.0,2.1333333333333284
7710.0,1.0,3.783548594472832,25.457445984216122,0.0,0.0,2.1416666666666617
7740.0,1.0,3.782108336723424,25.457269978844465,0.0,0.0,2.149999999999995
7770.0,1.0,3.780663078226521,25.457097223631934,0.0,0.0,2.1583333333333283
7800.0,1.0,3.7792125808342725,25.456927718578527,0.0,0.0,2.1666666666666616
7830.0,1.0,3.7777566453610283,25.456761463684245,0.0,0.0,2.174999999999995
7860.0,1.0,3.77629511034051,25.456598458949088,0.0,0.0,2.1833333333333282
7890.0,1.0,3.7748278508136917,25.456438704373113,0.0,0.0,2.1916666666666615
7920.0,1.0,3.7733547771455367,25.456282199956206,0.0,0.0,2.199999999999995
7950.0,1.0,3.7718758338675302,25.45612894569848,0.0,0.0,2.208333333333328
7980.0,1.0,3.7703909985422355,25.455978941599824,0.0,0.0,2.2166666666666615
8010.0,1.0,3.7689002832600758,25.45583497192763,0.0,0.0,2.2249999999999948
8040.0,1.0,3.767403726029487,25.455694613931655,0.0,0.0,2.233333333333328
8070.0,1.0,3.765901395671189,25.455556616225806,0.0,0.0,2.2416666666666614
8100.0,1.0,3.7643933919735186,25.455422229727446,0.0,0.0,2.2499999999999947
8130.0,1.0,3.7628798443702314,25.455294966771078,0.0,0.0,2.258333333333328
8160.0,1.0,3.761360901625227,25.45517078551177,0.0,0.0,2.2666666666666613
8190.0,1.0,3.759836741608243,25.455049685949575,0.0,0.0,2.2749999999999946
8220.0,1.0,3.758307566375202,25.45493166808444,0.0,0.0,2.283333333333328
8250.0,1.0,3.7567736010264947,25.45481673191631,0.0,0.0,2.291666666666661
8280.0,1.0,3.75523509254564,25.454704877445295,0.0,0.0,2.2999999999999945
8310.0,1.0,3.7536923086162073,25.45459610467134,0.0,0.0,2.308333333333328
8340.0,1.0,3.75214553641553,25.4544904135945,0.0,0.0,2.316666666666661
8370.0,1.0,3.750595081384337,25.45438780421466,0.0,0.0,2.3249999999999944
8400.0,1.0,3.7490412659720196,25.45428827653194,0.0,0.0,2.3333333333333277
8430.0,1.0,3.747484428357962,25.45419183054628,0.0,0.0,2.341666666666661
8460.0,1.0,3.745924921149772,25.454098466257733,0.0,0.0,2.3499999999999943
8490.0,1.0,3.744363110060199,25.454008183666133,0.0,0.0,2.3583333333333276
8520.0,1.0,3.7427993725646407,25.453920982771763,0.0,0.0,2.366666666666661
8550.0,1.0,3.741234096542031,25.453836863574338,0.0,0.0,2.3749999999999942
8580.0,1.0,3.739667681432799,25.453758522903627,0.0,0.0,2.3833333333333275
8610.0,1.0,3.738100529631906,25.45368365528418,0.0,0.0,2.391666666666661
8640.0,1.0,3.7365330508281946,25.45361105736106,0.0,0.0,2.399999999999994
8670.0,1.0,3.7349656618727027,25.453541968817888,0.0,0.0,2.4083333333333274
8700.0,1.0,3.7333987852023824,25.453479870445562,0.0,0.0,2.4166666666666607
8730.0,1.0,3.731832838331795,25.45342075669805,0.0,0.0,2.424999999999994
8760.0,1.0,3.730268243270785,25.453364627575127,0.0,0.0,2.4333333333333274
8790.0,1.0,3.7287054214169038,25.45331148307696,0.0,0.0,2.4416666666666607
8820.0,1.0,3.727144792229524,25.45326132320355,0.0,0.0,2.449999999999994
8850.0,1.0,3.7255867719320874,25.453214147954725,0.0,0.0,2.4583333333333273
8880.0,1.0,3.7240317722473093,25.4531699573306,0.0,0.0,2.4666666666666606
8910.0,1.0,3.7224801991703553,25.453128751331235,0.0,0.0,2.474999999999994
8940.0,1.0,3.720932451784505,25.45309052995657,0.0,0.0,2.483333333333327
8970.0,1.0,3.719388921123826,25.453055293206546,0.0,0.0,2.4916666666666605
9000.0,1.0,3.7178499890868832,25.453023041081224,0.0,0.0,2.499999999999994
9030.0,1.0,3.7163160274053566,25.45299377358066,0.0,0.0,2.508333333333327
9060.0,1.0,3.7147873966708524,25.452967490704737,0.0,0.0,2.5166666666666604
9090.0,1.0,3.7132644454230594,25.45294419245357,0.0,0.0,2.5249999999999937
9120.0,1.0,3.7117475093016723,25.45292387882705,0.0,0.0,2.533333333333327
9150.0,1.0,3.710236912777508,25.452909223774384,0.0,0.0,2.5416666666666603
9180.0,1.0,3.708732961305551,25.45289798535873,0.0,0.0,2.5499999999999936
9210.0,1.0,3.707235946292429,25.452888979772013,0.0,0.0,2.558333333333327
9240.0,1.0,3.7057461458227983,25.452883465636944,0.0,0.0,2.56666666666666
9270.0,1.0,3.704263823998077,25.452884976922917,0.0,0.0,2.5749999999999935
9300.0,1.0,3.7027892212125493,25.452889446888378,0.0,0.0,2.583333333333327
9330.0,1.0,3.7013225647564867,25.45289687553344,0.0,0.0,2.59166666666666
9360.0,1.0,3.6998640646938226,25.45290726285799,0.0,0.0,2.5999999999999934
9390.0,1.0,3.6984139136297953,25.452920608862144,0.0,0.0,2.6083333333333267
9420.0,1.0,3.6969722865435,25.452936913545784,0.0,0.0,2.61666666666666
9450.0,1.0,3.695539340683179,25.452956176909026,0.0,0.0,2.6249999999999933
9480.0,1.0,3.6941152155219217,25.45297839895187,0.0,0.0,2.6333333333333266
9510.0,1.0,3.692700032770922,25.453003579674146,0.0,0.0,2.64166666666666
9540.0,1.0,3.6912938964474336,25.45303171907608,0.0,0.0,2.6499999999999932
9570.0,1.0,3.689896892994242,25.4530628171575,0.0,0.0,2.6583333333333266
9600.0,1.0,3.6885090914472887,25.453096873918525,0.0,0.0,2.66666666666666
9630.0,1.0,3.6871305436480397,25.453133889359037,0.0,0.0,2.674999999999993
9660.0,1.0,3.685761284496938,25.45317386347915,0.0,0.0,2.6833333333333265
9690.0,1.0,3.6844013322443754,25.45321679627881,0.0,0.0,2.6916666666666598
9720.0,1.0,3.6830506913785483,25.45326540402965,0.0,0.0,2.699999999999993
9750.0,1.0,3.681709345749632,25.453317454696958,0.0,0.0,2.7083333333333264
9780.0,1.0,3.6803772645976127,25.453371755367073,0.0,0.0,2.7166666666666597
9810.0,1.0,3.6790544043395816,25.453429615413597,0.0,0.0,2.724999999999993
9840.0,1.0,3.6777407088689955,25.453494711303563,0.0,0.0,2.7333333333333263
9870.0,1.0,3.6764361002897314,25.453562812315113,0.0,0.0,2.7416666666666596
9900.0,1.0,3.6751404908300893,25.45363391844819,0.0,0.0,2.749999999999993
