Time [s],Current [A],Voltage [V],Temperature [degC],Step number,Status,Cycle number
1134.0,-1.0,3.852000840925597,25.343895941728704,0,CC charge,0
1140.0,-1.0,3.8522641243444986,25.34471150726921,0,CC charge,0
1146.0,-1.0,3.852527077568533,25.345521008969627,0,CC charge,0
1152.0,-1.0,3.852789705922044,25.346324499560698,0,CC charge,0
1158.0,-1.0,3.853052014748816,25.347122031773097,0,CC charge,0
1164.0,-1.0,3.853314009412278,25.347913658337745,0,CC charge,0
1170.0,-1.0,3.853575695295778,25.34869943198538,0,CC charge,0
1176.0,-1.0,3.8538370778027913,25.349479405446687,0,CC charge,0
1182.0,-1.0,3.854098162357219,25.35025363145246,0,CC charge,0
1188.0,-1.0,3.8543589544035943,25.351022162733557,0,CC charge,0
1194.0,-1.0,3.8546193933848656,25.351780887882057,0,CC charge,0
1200.0,-1.0,3.854879543133046,25.35253390137279,0,CC charge,0
1206.0,-1.0,3.8551394353195647,25.353283182200812,0,CC charge,0
1212.0,-1.0,3.855399066948267,25.35402825544685,0,CC charge,0
1218.0,-1.0,3.855658417012655,25.35476724688141,0,CC charge,0
1224.0,-1.0,3.855917504213759,25.3555013485377,0,CC charge,0
1230.0,-1.0,3.8561763318516538,25.35623056041578,0,CC charge,0
1236.0,-1.0,3.856434900554049,25.356954211064703,0,CC charge,0
1242.0,-1.0,3.856693214744856,25.357672560280037,0,CC charge,0
1248.0,-1.0,3.85695127842991,25.358385756856876,0,CC charge,0
1254.0,-1.0,3.85720909504861,25.359093800795335,0,CC charge,0
1260.0,-1.0,3.857466668074572,25.359796692095244,0,CC charge,0
1266.0,-1.0,3.857724008338909,25.360494610237534,0,CC charge,0
1272.0,-1.0,3.857981162667675,25.36118861783899,0,CC charge,0
1278.0,-1.0,3.858238091021516,25.36187764764651,0,CC charge,0
1284.0,-1.0,3.8584947969906938,25.362561699659977,0,CC charge,0
1290.0,-1.0,3.8587512842011527,25.363240773879397,0,CC charge,0
1296.0,-1.0,3.8590075563147064,25.363914870304825,0,CC charge,0
1302.0,-1.0,3.8592636170293377,25.36458398893626,0,CC charge,0
1308.0,-1.0,3.859519470079419,25.365248129773704,0,CC charge,0
1314.0,-1.0,3.859775119236022,25.365907292817155,0,CC charge,0
1320.0,-1.0,3.860030568307152,25.36656147806656,0,CC charge,0
1326.0,-1.0,3.8602858211380617,25.367210685521968,0,CC charge,0
1332.0,-1.0,3.860540881611533,25.367854915183383,0,CC charge,0
1338.0,-1.0,3.860795753648143,25.368494167050812,0,CC charge,0
1344.0,-1.0,3.861050441206602,25.36912844112419,0,CC charge,0
1350.0,-1.0,3.861304948284043,25.36975773740363,0,CC charge,0
1356.0,-1.0,3.861559291644975,25.370382513804714,0,CC charge,0
1362.0,-1.0,3.86181354349138,25.371005225190345,0,CC charge,0
1368.0,-1.0,3.862067638373876,25.37162337282456,0,CC charge,0
1374.0,-1.0,3.8623215804131785,25.372236956707184,0,CC charge,0
1380.0,-1.0,3.862575373770589,25.372845976838505,0,CC charge,0
1386.0,-1.0,3.862829022648337,25.37345043321824,0,CC charge,0
1392.0,-1.0,3.863082531289926,25.374050325846554,0,CC charge,0
1398.0,-1.0,3.8633359039805057,25.374645654723395,0,CC charge,0
1404.0,-1.0,3.8635891450472464,25.375236419848815,0,CC charge,0
1410.0,-1.0,3.863842258859697,25.37582262122271,0,CC charge,0
1416.0,-1.0,3.864095249830174,25.376404258845184,0,CC charge,0
1422.0,-1.0,3.864348122414138,25.376981332716184,0,CC charge,0
1428.0,-1.0,3.864600881110612,25.37755384283571,0,CC charge,0
1434.0,-1.0,3.8648535304625344,25.37812178920376,0,CC charge,0
1440.0,-1.0,3.8651060750571977,25.378685171820393,0,CC charge,0
1446.0,-1.0,3.8653585323705824,25.37924453488904,0,CC charge,0
1452.0,-1.0,3.8656109696081136,25.37980253181968,0,CC charge,0
1458.0,-1.0,3.865863326768152,25.38035642404185,0,CC charge,0
1464.0,-1.0,3.8661156085912505,25.38090621155567,0,CC charge,0
1470.0,-1.0,3.866367819864923,25.381451894361135,0,CC charge,0
1476.0,-1.0,3.866619965424045,25.381993472458248,0,CC charge,0
1482.0,-1.0,3.8668720501513274,25.382530945846895,0,CC charge,0
1488.0,-1.0,3.867124078977752,25.383064314527132,0,CC charge,0
1494.0,-1.0,3.8673760568830016,25.38359357849907,0,CC charge,0
1500.0,-1.0,3.8676279888959377,25.38411873776261,0,CC charge,0
1506.0,-1.0,3.867879880095046,25.38463979231767,0,CC charge,0
1512.0,-1.0,3.868131735608896,25.38515674216444,0,CC charge,0
1518.0,-1.0,3.8683835606166137,25.3856695873028,0,CC charge,0
1524.0,-1.0,3.8686353603483448,25.38617832773275,0,CC charge,0
1530.0,-1.0,3.868887140085715,25.386682963454405,0,CC charge,0
1536.0,-1.0,3.869138916418009,25.387184052046564,0,CC charge,0
1542.0,-1.0,3.869390744759896,25.387684075324103,0,CC charge,0
1548.0,-1.0,3.869642578025771,25.388180434604408,0,CC charge,0
1554.0,-1.0,3.869894421687573,25.388673129887536,0,CC charge,0
1560.0,-1.0,3.870146281271542,25.38916216117343,0,CC charge,0
1566.0,-1.0,3.870398162358738,25.389647528462092,0,CC charge,0
1572.0,-1.0,3.87065007058548,25.39012923175352,0,CC charge,0
1578.0,-1.0,3.870902011643892,25.390607271047827,0,CC charge,0
1584.0,-1.0,3.8711539912823265,25.391081646344844,0,CC charge,0
1590.0,-1.0,3.871406015305904,25.391552357644684,0,CC charge,0
1596.0,-1.0,3.871658089576971,25.39201940494729,0,CC charge,0
1602.0,-1.0,3.8719102200155984,25.39248278825272,0,CC charge,0
1608.0,-1.0,3.872162412600054,25.39294250756086,0,CC charge,0
1614.0,-1.0,3.8724146733673104,25.39339856287188,0,CC charge,0
1620.0,-1.0,3.87266700841349,25.393850954185663,0,CC charge,0
1626.0,-1.0,3.872919433215669,25.394300224934113,0,CC charge,0
1632.0,-1.0,3.873171991936078,25.394748590237555,0,CC charge,0
1638.0,-1.0,3.873424650421212,25.39519369559696,0,CC charge,0
1644.0,-1.0,3.873677414995026,25.39563554101244,0,CC charge,0
1650.0,-1.0,3.873930292043373,25.39607412648394,0,CC charge,0
1656.0,-1.0,3.8741832880144305,25.39650945201151,0,CC charge,0
1662.0,-1.0,3.8744364094192,25.39694151759511,0,CC charge,0
1668.0,-1.0,3.874689662831907,25.397370323234725,0,CC charge,0
1674.0,-1.0,3.874943054890501,25.397795868930416,0,CC charge,0
1680.0,-1.0,3.875196592297017,25.398218154682183,0,CC charge,0
1686.0,-1.0,3.8754502818180945,25.398637180489914,0,CC charge,0
1692.0,-1.0,3.875704130285301,25.39905294635372,0,CC charge,0
1698.0,-1.0,3.8759581445956206,25.399465452273542,0,CC charge,0
1704.0,-1.0,3.876212331711818,25.39987469824939,0,CC charge,0
1710.0,-1.0,3.8764666986628136,25.40028068428137,0,CC charge,0
1716.0,-1.0,3.876721257724842,25.40068376703175,0,CC charge,0
1722.0,-1.0,3.876976036150243,25.401085331109925,0,CC charge,0
1728.0,-1.0,3.877231020705558,25.40148396922308,0,CC charge,0
1734.0,-1.0,3.8774862186799903,25.401879681371213,0,CC charge,0
1740.0,-1.0,3.877741637430896,25.40227246755427,0,CC charge,0
1746.0,-1.0,3.877997284384148,25.40266232777236,0,CC charge,0
1752.0,-1.0,3.8782531670344023,25.403049262025434,0,CC charge,0
1758.0,-1.0,3.878509292945364,25.40343327031343,0,CC charge,0
1764.0,-1.0,3.8787656697500736,25.403814352636516,0,CC charge,0
1770.0,-1.0,3.8790223051511217,25.404192508994527,0,CC charge,0
1776.0,-1.0,3.879279206920869,25.40456773938746,0,CC charge,0
1782.0,-1.0,3.879536382901649,25.40494004381543,0,CC charge,0
1788.0,-1.0,3.8797938391630553,25.40530779822376,0,CC charge,0
1794.0,-1.0,3.8800515902637622,25.40567293411158,0,CC charge,0
1800.0,-1.0,3.8803096480368535,25.406036358753113,0,CC charge,0
1806.0,-1.0,3.8805680192719834,25.40639769066604,0,CC charge,0
1812.0,-1.0,3.880826707839225,25.406755682661412,0,CC charge,0
1818.0,-1.0,3.881085725875419,25.407111455841175,0,CC charge,0
1824.0,-1.0,3.881345081706528,25.407465010205385,0,CC charge,0
1830.0,-1.0,3.88160478372952,25.407816345753872,0,CC charge,0
1836.0,-1.0,3.881864840412308,25.40816546248675,0,CC charge,0
1842.0,-1.0,3.8821252602936895,25.40851236040413,0,CC charge,0
1848.0,-1.0,3.882386054476621,25.408856779003145,0,CC charge,0
1854.0,-1.0,3.8826472303918136,25.40919884858323,0,CC charge,0
1860.0,-1.0,3.882908796030341,25.40953864841947,0,CC charge,0
1866.0,-1.0,3.8831707602125687,25.40987617851192,0,CC charge,0
1872.0,-1.0,3.883433131828823,25.41021143886053,0,CC charge,0
1878.0,-1.0,3.883695919839075,25.410544429465403,0,CC charge,0
1884.0,-1.0,3.8839591332725982,25.410875150326376,0,CC charge,0
1890.0,-1.0,3.8842227812275705,25.411203601443617,0,CC charge,0
1896.0,-1.0,3.8844868728706334,25.411529782816956,0,CC charge,0
1902.0,-1.0,3.884751417436394,25.411853694446503,0,CC charge,0
1908.0,-1.0,3.885016424226906,25.412175336332268,0,CC charge,0
1914.0,-1.0,3.885281902611053,25.412494708474185,0,CC charge,0
1920.0,-1.0,3.885547862023932,25.412811810872256,0,CC charge,0
1926.0,-1.0,3.88581433560432,25.413129279393956,0,CC charge,0
1932.0,-1.0,3.886081313192527,25.41344491652336,0,CC charge,0
1938.0,-1.0,3.886348802291432,25.413758485365292,0,CC charge,0
1944.0,-1.0,3.8866168125923233,25.414069985919753,0,CC charge,0
1950.0,-1.0,3.88688535384868,25.414379418186684,0,CC charge,0
1956.0,-1.0,3.88715443587523,25.414686782166143,0,CC charge,0
1962.0,-1.0,3.887424068546868,25.41499207785813,0,CC charge,0
1968.0,-1.0,3.887694261797511,25.41529530526259,0,CC charge,0
1974.0,-1.0,3.887965025618932,25.41559646437952,0,CC charge,0
1980.0,-1.0,3.888236370059458,25.415895555209033,0,CC charge,0
1986.0,-1.0,3.888508305222652,25.41619257775102,0,CC charge,0
1992.0,-1.0,3.8887808412658695,25.41648753200542,0,CC charge,0
1998.0,-1.0,3.889053988398798,25.416780417972404,0,CC charge,0
2004.0,-1.0,3.889327756881865,25.41707123565186,0,CC charge,0
2010.0,-1.0,3.889602157024577,25.417359985043788,0,CC charge,0
2016.0,-1.0,3.8898771991838066,25.4176466661483,0,CC charge,0
2022.0,-1.0,3.890152893761963,25.417931278965227,0,CC charge,0
2028.0,-1.0,3.890429251205077,25.41821382349474,0,CC charge,0
2034.0,-1.0,3.8907062820008256,25.41849429973672,0,CC charge,0
2040.0,-1.0,3.890983996676421,25.418772707691232,0,CC charge,0
2046.0,-1.0,3.891262405796481,25.41904904735816,0,CC charge,0
2052.0,-1.0,3.891541519960704,25.41932331873761,0,CC charge,0
2058.0,-1.0,3.891821349801545,25.419595521829592,0,CC charge,0
2064.0,-1.0,3.892101905981726,25.41986565663416,0,CC charge,0
2070.0,-1.0,3.892383199191705,25.42013372315108,0,CC charge,0
2076.0,-1.0,3.892665240146974,25.42039972138059,0,CC charge,0
2082.0,-1.0,3.892948039585319,25.42066365132257,0,CC charge,0
2088.0,-1.0,3.893231615348949,25.420926547008435,0,CC charge,0
2094.0,-1.0,3.8935159969861464,25.42119114923355,0,CC charge,0
2100.0,-1.0,3.8938011716779695,25.421454013231653,0,CC charge,0
2106.0,-1.0,3.8940871502217376,25.42171513900263,0,CC charge,0
2112.0,-1.0,3.894373943421765,25.42197452654648,0,CC charge,0
2118.0,-1.0,3.8946615620858926,25.422232175863257,0,CC charge,0
2124.0,-1.0,3.8949500170219977,25.42248808695291,0,CC charge,0
2130.0,-1.0,3.89523931903432,25.422742259815436,0,CC charge,0
2136.0,-1.0,3.895529478919708,25.422994694450892,0,CC charge,0
2142.0,-1.0,3.895820507463715,25.423245390859165,0,CC charge,0
2148.0,-1.0,3.896112415436635,25.423494349040368,0,CC charge,0
2154.0,-1.0,3.896405213589347,25.423741568994387,0,CC charge,0
2160.0,-1.0,3.896698912649099,25.423987050721337,0,CC charge,0
2166.0,-1.0,3.896993523315118,25.424230794221216,0,CC charge,0
2172.0,-1.0,3.8972890562541345,25.42447279949397,0,CC charge,0
2178.0,-1.0,3.8975855220957834,25.424713066539596,0,CC charge,0
2184.0,-1.0,3.897882931427857,25.424951595358095,0,CC charge,0
2190.0,-1.0,3.89818129479146,25.425188385949525,0,CC charge,0
2196.0,-1.0,3.8984806226760145,25.42542343831383,0,CC charge,0
2202.0,-1.0,3.898780925514175,25.425656752451005,0,CC charge,0
2208.0,-1.0,3.8990822136765737,25.425888328361054,0,CC charge,0
2214.0,-1.0,3.8993844974665017,25.426118166043977,0,CC charge,0
2220.0,-1.0,3.899687787114401,25.42634626549983,0,CC charge,0
2226.0,-1.0,3.899992092772297,25.426572626728618,0,CC charge,0
2232.0,-1.0,3.90029742450806,25.426797249730217,0,CC charge,0
2238.0,-1.0,3.900603792299568,25.427020134504744,0,CC charge,0
2244.0,-1.0,3.900911206028739,25.42724128105209,0,CC charge,0
2250.0,-1.0,3.901219675475495,25.427460689372424,0,CC charge,0
2256.0,-1.0,3.901529216041674,25.427679349906327,0,CC charge,0
2262.0,-1.0,3.901839837698666,25.4278973338715,0,CC charge,0
2268.0,-1.0,3.902151545296636,25.42811384834522,0,CC charge,0
2274.0,-1.0,3.9024643482203394,25.428328906300408,0,CC charge,0
2280.0,-1.0,3.902778255720538,25.428542520709986,0,CC charge,0
2286.0,-1.0,3.9030932769072177,25.428754704546975,0,CC charge,0
2292.0,-1.0,3.9034094207427863,25.428965470784192,0,CC charge,0
2298.0,-1.0,3.903726696035104,25.429174832394665,0,CC charge,0
2304.0,-1.0,3.904045111430461,25.42938280235137,0,CC charge,0
2310.0,-1.0,3.9043646754064145,25.429589393627168,0,CC charge,0
2316.0,-1.0,3.904685396264596,25.429794619195093,0,CC charge,0
2322.0,-1.0,3.905007282123394,25.42999849202795,0,CC charge,0
2328.0,-1.0,3.90533034091056,25.430201025098825,0,CC charge,0
2334.0,-1.0,3.905654580355753,25.430402231380583,0,CC charge,0
2340.0,-1.0,3.905980007983008,25.4306021238462,0,CC charge,0
2346.0,-1.0,3.9063066311031305,25.430800715468592,0,CC charge,0
2352.0,-1.0,3.9066344568060583,25.43099801922068,0,CC charge,0
2358.0,-1.0,3.9069634919531295,25.43119404807555,0,CC charge,0
2364.0,-1.0,3.907293743169344,25.43138881500596,0,CC charge,0
2370.0,-1.0,3.907625216835552,25.43158233298487,0,CC charge,0
2376.0,-1.0,3.907957919080639,25.431774614985382,0,CC charge,0
2382.0,-1.0,3.908291855130696,25.431964875378924,0,CC charge,0
