Time [s],Current [A],Voltage [V],Cycle number,Step number,Capacity [A.h]
63.1,0.5,4.150269360305256,0,1,0.007374999999930556
64.0,0.5,4.150163897574768,0,1,0.007499999999930556
64.9,0.5,4.150059275952466,0,1,0.007624999999930556
65.80000000000001,0.5,4.1499554614470044,0,1,0.007749999999930558
66.7,0.5,4.14985242013885,0,1,0.007874999999930556
67.6,0.5,4.149750118179481,0,1,0.007999999999930554
68.5,0.5,4.149648739291694,0,1,0.008124999999930556
69.4,0.5,4.149548151813391,0,1,0.008249999999930556
70.30000000000001,0.5,4.1494483123408425,0,1,0.008374999999930556
71.2,0.5,4.149349200304256,0,1,0.008499999999930556
72.1,0.5,4.149250795396702,0,1,0.008624999999930555
73.0,0.5,4.1491530775731515,0,1,0.008749999999930555
73.9,0.5,4.149056027049536,0,1,0.008874999999930556
74.8,0.5,4.148959624301837,0,1,0.008999999999930555
75.7,0.5,4.148863850065224,0,1,0.009124999999930555
76.60000000000001,0.5,4.148768685333079,0,1,0.009249999999930557
77.5,0.5,4.148674111356271,0,1,0.009374999999930555
78.4,0.5,4.148580203603494,0,1,0.009499999999930555
79.3,0.5,4.148486909661462,0,1,0.009624999999930555
80.2,0.5,4.1483941962926165,0,1,0.009749999999930556
81.10000000000001,0.5,4.1483020515370175,0,1,0.009874999999930556
82.0,0.5,4.148210463964919,0,1,0.009999999999930556
82.9,0.5,4.1481194226753635,0,1,0.010124999999930556
83.8,0.5,4.148028917294868,0,1,0.010249999999930554
84.7,0.5,4.14793893797606,0,1,0.010374999999930556
85.60000000000001,0.5,4.147849475396292,0,1,0.010499999999930556
86.5,0.5,4.147760520756385,0,1,0.010624999999930555
87.4,0.5,4.147672065779274,0,1,0.010749999999930556
88.3,0.5,4.1475840919820675,0,1,0.010874999999930555
89.2,0.5,4.14749659394931,0,1,0.010999999999930555
90.10000000000001,0.5,4.147409568169501,0,1,0.011124999999930557
91.0,0.5,4.147323007694378,0,1,0.011249999999930555
91.9,0.5,4.147236906052759,0,1,0.011374999999930555
92.8,0.5,4.147151257249451,0,1,0.011499999999930555
93.7,0.5,4.147066055764056,0,1,0.011624999999930555
94.60000000000001,0.5,4.146981296549813,0,1,0.011749999999930557
95.5,0.5,4.146896975032584,0,1,0.011874999999930556
96.4,0.5,4.146813087109658,0,1,0.011999999999930556
97.3,0.5,4.146729629148647,0,1,0.012124999999930554
98.2,0.5,4.14664650976818,0,1,0.012249999999930556
99.10000000000001,0.5,4.146563726395183,0,1,0.012374999999930556
100.0,0.5,4.14648132406932,0,1,0.012499999999930555
100.9,0.5,4.146399297994283,0,1,0.012624999999930556
101.8,0.5,4.146317643861881,0,1,0.012749999999930555
102.7,0.5,4.146236357850902,0,1,0.012874999999930555
103.60000000000001,0.5,4.14615543662603,0,1,0.012999999999930557
104.5,0.5,4.146074877336721,0,1,0.013124999999930555
105.4,0.5,4.145994677616063,0,1,0.013249999999930557
106.3,0.5,4.145914835579802,0,1,0.013374999999930555
107.2,0.5,4.145835349825116,0,1,0.013499999999930555
108.10000000000001,0.5,4.145756219429613,0,1,0.013624999999930557
109.0,0.5,4.1456774439503175,0,1,0.013749999999930556
109.9,0.5,4.145599023422473,0,1,0.013874999999930556
110.8,0.5,4.145520958358644,0,1,0.013999999999930554
111.7,0.5,4.1454432497475695,0,1,0.014124999999930556
112.60000000000001,0.5,4.145365899053172,0,1,0.014249999999930556
113.5,0.5,4.145288908213536,0,1,0.014374999999930556
114.4,0.5,4.145212279639857,0,1,0.014499999999930556
115.3,0.5,4.145136016215503,0,1,0.014624999999930556
116.2,0.5,4.14505976282767,0,1,0.014749999999930557
117.10000000000001,0.5,4.144983755211074,0,1,0.014874999999930557
118.0,0.5,4.144908040663509,0,1,0.014999999999930557
118.9,0.5,4.144832617585992,0,1,0.015124999999930557
119.8,0.5,4.144757484675979,0,1,0.015249999999930553
120.7,0.5,4.1446826409267405,0,1,0.015374999999930557
121.60000000000001,0.5,4.144608085626737,0,1,0.015499999999930557
122.5,0.5,4.144533818358941,0,1,0.015624999999930554
123.4,0.5,4.144459839000222,0,1,0.015749999999930556
124.3,0.5,4.144386147720734,0,1,0.015874999999930552
125.2,0.5,4.14431274498329,0,1,0.015999999999930552
126.10000000000001,0.5,4.144239631542666,0,1,0.016124999999930556
127.0,0.5,4.144166808445084,0,1,0.016249999999930553
127.9,0.5,4.144094277027559,0,1,0.016374999999930553
128.8,0.5,4.14402203891726,0,1,0.016499999999930556
129.7,0.5,4.143950096030938,0,1,0.016624999999930553
130.60000000000002,0.5,4.143878450574339,0,1,0.016749999999930557
131.5,0.5,4.143807105041558,0,1,0.016874999999930553
132.4,0.5,4.143736062214503,0,1,0.016999999999930553
133.3,0.5,4.143665277482099,0,1,0.017124999999930553
134.2,0.5,4.143594451179733,0,1,0.017249999999930554
135.10000000000002,0.5,4.143523865677212,0,1,0.017374999999930557
136.0,0.5,4.143453519223002,0,1,0.017499999999930554
136.9,0.5,4.143383410175236,0,1,0.017624999999930554
137.8,0.5,4.143313537001439,0,1,0.017749999999930554
138.70000000000002,0.5,4.143243898278299,0,1,0.017874999999930558
139.6,0.5,4.14317449269151,0,1,0.017999999999930554
140.5,0.5,4.143105319035376,0,1,0.018124999999930554
141.4,0.5,4.1430363762128035,0,1,0.018249999999930554
142.3,0.5,4.142967663234852,0,1,0.018374999999930555
143.20000000000002,0.5,4.142899179220694,0,1,0.018499999999930555
144.1,0.5,4.1428309233972564,0,1,0.01862499999993055
145.0,0.5,4.14276289509906,0,1,0.018749999999930555
145.9,0.5,4.142695093767982,0,1,0.018874999999930555
146.8,0.5,4.1426275189530415,0,1,0.018999999999930555
147.70000000000002,0.5,4.142560170310183,0,1,0.019124999999930555
148.6,0.5,4.142493047602032,0,1,0.019249999999930552
149.5,0.5,4.142426150697667,0,1,0.019374999999930552
150.4,0.5,4.142359479572469,0,1,0.019499999999930556
151.3,0.5,4.142292972235783,0,1,0.019624999999930556
152.20000000000002,0.5,4.142226575764776,0,1,0.019749999999930556
153.1,0.5,4.142160374394129,0,1,0.019874999999930552
154.0,0.5,4.142094366086703,0,1,0.019999999999930552
154.9,0.5,4.142028548836052,0,1,0.020124999999930553
155.8,0.5,4.1419629206662805,0,1,0.020249999999930556
156.70000000000002,0.5,4.141897479632097,0,1,0.020374999999930556
157.6,0.5,4.141832223818625,0,1,0.020499999999930553
158.5,0.5,4.141767151341398,0,1,0.020624999999930553
159.4,0.5,4.141702260346329,0,1,0.020749999999930553
160.3,0.5,4.141637549009605,0,1,0.020874999999930557
161.20000000000002,0.5,4.141573015537596,0,1,0.020999999999930557
162.1,0.5,4.1415086581668925,0,1,0.021124999999930553
163.0,0.5,4.141444475164101,0,1,0.021249999999930554
163.9,0.5,4.141380464825917,0,1,0.021374999999930554
164.8,0.5,4.141316625478995,0,1,0.021499999999930554
165.70000000000002,0.5,4.141252955479888,0,1,0.021624999999930557
166.6,0.5,4.14118945321502,0,1,0.021749999999930554
167.5,0.5,4.141126117100546,0,1,0.021874999999930554
168.4,0.5,4.1410629455824175,0,1,0.021999999999930554
169.3,0.5,4.1409999306351,0,1,0.022124999999930554
170.20000000000002,0.5,4.1409370723903445,0,1,0.022249999999930554
171.1,0.5,4.140874372299983,0,1,0.02237499999993055
172.0,0.5,4.140811828777463,0,1,0.022499999999930555
172.9,0.5,4.1407494402610805,0,1,0.022624999999930555
173.8,0.5,4.140687205213934,0,1,0.022749999999930555
174.70000000000002,0.5,4.140625122123848,0,1,0.022874999999930555
175.6,0.5,4.140563189503392,0,1,0.02299999999993055
176.5,0.5,4.140501405889733,0,1,0.023124999999930555
177.4,0.5,4.140439769844676,0,1,0.023249999999930555
178.3,0.5,4.14037827995459,0,1,0.023374999999930555
179.20000000000002,0.5,4.140316934830316,0,1,0.023499999999930556
180.1,0.5,4.140255733107148,0,1,0.023624999999930552
181.0,0.5,4.140194673444817,0,1,0.023749999999930552
181.9,0.5,4.140133754527388,0,1,0.023874999999930556
182.8,0.5,4.140072975063251,0,1,0.023999999999930556
183.70000000000002,0.5,4.140012333785032,0,1,0.024124999999930556
184.6,0.5,4.13995182944959,0,1,0.024249999999930553
185.5,0.5,4.139891460837935,0,1,0.024374999999930553
186.4,0.5,4.139831226755201,0,1,0.024499999999930553
187.3,0.5,4.139771135856018,0,1,0.024624999999930557
188.20000000000002,0.5,4.1397111798688595,0,1,0.024749999999930557
189.1,0.5,4.139651357076199,0,1,0.024874999999930553
190.0,0.5,4.139591666539446,0,1,0.024999999999930553
190.9,0.5,4.139532107348755,0,1,0.025124999999930554
191.8,0.5,4.139472678622902,0,1,0.025249999999930554
192.70000000000002,0.5,4.139413379509245,0,1,0.025374999999930557
193.6,0.5,4.139354209183693,0,1,0.025499999999930554
194.5,0.5,4.139295166850607,0,1,0.025624999999930554
195.4,0.5,4.139236251742784,0,1,0.025749999999930554
196.3,0.5,4.139177463121347,0,1,0.025874999999930554
197.20000000000002,0.5,4.139118800275784,0,1,0.025999999999930554
198.1,0.5,4.13906026252377,0,1,0.026124999999930554
199.0,0.5,4.1390018492112075,0,1,0.026249999999930555
199.9,0.5,4.1389435597121285,0,1,0.026374999999930555
200.8,0.5,4.138885393428646,0,1,0.026499999999930555
201.70000000000002,0.5,4.138827349790882,0,1,0.026624999999930555
202.6,0.5,4.138769428256973,0,1,0.02674999999993055
203.5,0.5,4.138711628312913,0,1,0.026874999999930555
204.4,0.5,4.138653946723858,0,1,0.026999999999930555
205.3,0.5,4.138596372119999,0,1,0.027124999999930555
206.20000000000002,0.5,4.138538914780957,0,1,0.027249999999930555
207.1,0.5,4.138481574071573,0,1,0.027374999999930552
208.0,0.5,4.138424349377189,0,1,0.027499999999930552
208.9,0.5,4.138367240103569,0,1,0.027624999999930556
209.8,0.5,4.138310245676864,0,1,0.027749999999930556
210.70000000000002,0.5,4.138253365543604,0,1,0.027874999999930556
211.6,0.5,4.138196599170652,0,1,0.027999999999930553
212.5,0.5,4.1381399460451105,0,1,0.028124999999930553
213.4,0.5,4.1380834056743705,0,1,0.028249999999930553
214.3,0.5,4.138026977586,0,1,0.028374999999930556
215.20000000000002,0.5,4.1379706613277,0,1,0.028499999999930557
216.1,0.5,4.137914456467354,0,1,0.028624999999930553
217.0,0.5,4.137858362592884,0,1,0.028749999999930553
217.9,0.5,4.137802379312273,0,1,0.028874999999930553
218.8,0.5,4.137746506253485,0,1,0.028999999999930554
219.70000000000002,0.5,4.137690743064463,0,1,0.029124999999930557
220.6,0.5,4.137635089413103,0,1,0.029249999999930554
221.5,0.5,4.137579544987135,0,1,0.029374999999930554
222.4,0.5,4.137524090982827,0,1,0.029499999999930554
223.3,0.5,4.137468718497612,0,1,0.029624999999930554
224.20000000000002,0.5,4.137413447984951,0,1,0.029749999999930554
225.1,0.5,4.1373582789165155,0,1,0.029874999999930554
226.0,0.5,4.137303210784367,0,1,0.029999999999930554
226.9,0.5,4.137248243100862,0,1,0.030124999999930555
227.8,0.5,4.137193375398641,0,1,0.030249999999930555
228.70000000000002,0.5,4.13713860723056,0,1,0.030374999999930555
229.6,0.5,4.1370839381697175,0,1,0.030499999999930555
230.5,0.5,4.1370293678093155,0,1,0.030624999999930555
231.4,0.5,4.1369748957627195,0,1,0.030749999999930555
232.3,0.5,4.13692052166334,0,1,0.030874999999930555
233.20000000000002,0.5,4.136866245164632,0,1,0.030999999999930555
234.1,0.5,4.136812065940069,0,1,0.031124999999930555
235.0,0.5,4.136757983683073,0,1,0.031249999999930556
235.9,0.5,4.136703998106955,0,1,0.031374999999930556
236.8,0.5,4.136650108944974,0,1,0.031499999999930556
237.70000000000002,0.5,4.136596315950165,0,1,0.031624999999930556
238.6,0.5,4.136542618895426,0,1,0.031749999999930556
239.5,0.5,4.136489017573353,0,1,0.031874999999930556
240.4,0.5,4.136435511796327,0,1,0.031999999999930556
241.3,0.5,4.13638210139638,0,1,0.032124999999930556
242.20000000000002,0.5,4.136328786225205,0,1,0.032249999999930556
243.1,0.5,4.136275566154093,0,1,0.03237499999993055
244.0,0.5,4.136222441073916,0,1,0.03249999999993056
244.9,0.5,4.136169410895089,0,1,0.03262499999993056
245.8,0.5,4.13611647554749,0,1,0.03274999999993056
246.70000000000002,0.5,4.136063634980458,0,1,0.03287499999993056
247.6,0.5,4.136010889162769,0,1,0.03299999999993055
248.5,0.5,4.13595823808258,0,1,0.03312499999993055
249.4,0.5,4.1359056817473405,0,1,0.03324999999993056
250.3,0.5,4.1358532201838525,0,1,0.03337499999993056
251.20000000000002,0.5,4.1358008534381305,0,1,0.03349999999993056
252.1,0.5,4.135748581575477,0,1,0.03362499999993055
253.0,0.5,4.135696322997619,0,1,0.03374999999993055
253.9,0.5,4.135644145055481,0,1,0.03387499999993055
254.8,0.5,4.135592052275302,0,1,0.03399999999993056
255.70000000000002,0.5,4.1355400443384625,0,1,0.03412499999993056
256.6,0.5,4.135488120938009,0,1,0.03424999999993056
257.5,0.5,4.135436281778671,0,1,0.03437499999993055
258.4,0.5,4.1353845265767335,0,1,0.03449999999993055
259.3,0.5,4.1353328550601836,0,1,0.03462499999993056
260.20000000000005,0.5,4.135281266968493,0,1,0.03474999999993056
261.1,0.5,4.135229762052766,0,1,0.03487499999993056
262.0,0.5,4.1351783400755995,0,1,0.03499999999993055
262.9,0.5,4.13512700081111,0,1,0.03512499999993055
263.8,0.5,4.1350757440449435,0,1,0.03524999999993055
264.70000000000005,0.5,4.13502456957416,0,1,0.03537499999993056
265.6,0.5,4.134973477207283,0,1,0.03549999999993056
266.5,0.5,4.134922466764296,0,1,0.03562499999993055
267.40000000000003,0.5,4.134871538076547,0,1,0.03574999999993056
268.3,0.5,4.134820690986785,0,1,0.03587499999993055
269.2,0.5,4.134769925349069,0,1,0.03599999999993055
270.1,0.5,4.134719241028866,0,1,0.03612499999993056
271.0,0.5,4.134668637902904,0,1,0.03624999999993055
271.90000000000003,0.5,4.134618115859242,0,1,0.03637499999993056
272.8,0.5,4.134567674797134,0,1,0.03649999999993055
273.7,0.5,4.134517314627178,0,1,0.03662499999993055
274.6,0.5,4.13446703527112,0,1,0.036749999999930553
275.5,0.5,4.134416836661945,0,1,0.036874999999930554
276.40000000000003,0.5,4.134366718743816,0,1,0.03699999999993056
277.3,0.5,4.1343166814720345,0,1,0.037124999999930554
278.2,0.5,4.1342667248130605,0,1,0.037249999999930554
279.1,0.5,4.134216848744459,0,1,0.037374999999930554
280.0,0.5,4.134167053254857,0,1,0.037499999999930554
280.90000000000003,0.5,4.1341173383440415,0,1,0.03762499999993056
281.8,0.5,4.134067704022725,0,1,0.037749999999930554
282.7,0.5,4.134018121435533,0,1,0.037874999999930554
283.6,0.5,4.13396857630698,0,1,0.037999999999930555
284.5,0.5,4.133919104280045,0,1,0.038124999999930555
285.40000000000003,0.5,4.133869705056862,0,1,0.038249999999930555
286.3,0.5,4.133820378344131,0,1,0.038374999999930555
287.2,0.5,4.133771123853111,0,1,0.038499999999930555
288.1,0.5,4.133721941299662,0,1,0.038624999999930555
289.0,0.5,4.133672830404161,0,1,0.038749999999930555
289.90000000000003,0.5,4.133623790891573,0,1,0.038874999999930555
290.8,0.5,4.1335748224913695,0,1,0.038999999999930555
291.7,0.5,4.1335259249376035,0,1,0.03912499999993055
292.6,0.5,4.1334770979687825,0,1,0.039249999999930556
293.5,0.5,4.133428341327982,0,1,0.039374999999930556
294.40000000000003,0.5,4.13337965476278,0,1,0.039499999999930556
295.3,0.5,4.133331038025227,0,1,0.039624999999930556
296.2,0.5,4.1332824908718635,0,1,0.03974999999993055
297.1,0.5,4.13323401306378,0,1,0.039874999999930556
298.0,0.5,4.133185604366425,0,1,0.039999999999930556
298.90000000000003,0.5,4.13313726454982,0,1,0.040124999999930556
299.8,0.5,4.133088993388398,0,1,0.04024999999993056
300.7,0.5,4.133040790661008,0,1,0.04037499999993055
301.6,0.5,4.132992656150982,0,1,0.04049999999993056
302.5,0.5,4.1329445896461054,0,1,0.04062499999993056
303.40000000000003,0.5,4.132896590938532,0,1,0.04074999999993056
304.3,0.5,4.132848659824834,0,1,0.04087499999993056
305.2,0.5,4.132800796106035,0,1,0.04099999999993055
306.1,0.5,4.132752999587538,0,1,0.04112499999993056
307.0,0.5,4.1327052700791,0,1,0.04124999999993055
307.90000000000003,0.5,4.132657607394925,0,1,0.04137499999993056
308.8,0.5,4.132610011353525,0,1,0.04149999999993056
309.7,0.5,4.132562481777819,0,1,0.04162499999993055
310.6,0.5,4.132515018495071,0,1,0.04174999999993056
311.5,0.5,4.132467621336897,0,1,0.04187499999993055
312.40000000000003,0.5,4.1324202901392475,0,1,0.04199999999993056
313.3,0.5,4.132373002223505,0,1,0.04212499999993056
314.2,0.5,4.13232577554609,0,1,0.04224999999993055
315.1,0.5,4.132278611605038,0,1,0.04237499999993056
316.0,0.5,4.132231510127148,0,1,0.04249999999993055
316.90000000000003,0.5,4.13218447084123,0,1,0.04262499999993056
317.8,0.5,4.13213749347814,0,1,0.04274999999993055
318.7,0.5,4.132090577770817,0,1,0.04287499999993055
319.6,0.5,4.13204372345418,0,1,0.04299999999993056
320.5,0.5,4.131996930265209,0,1,0.04312499999993055
321.40000000000003,0.5,4.131950197942878,0,1,0.04324999999993056
322.3,0.5,4.131903526228239,0,1,0.04337499999993055
323.2,0.5,4.131856914864295,0,1,0.04349999999993055
324.1,0.5,4.131810363596125,0,1,0.04362499999993056
325.0,0.5,4.131763872170778,0,1,0.04374999999993055
325.90000000000003,0.5,4.131717440337342,0,1,0.04387499999993056
326.8,0.5,4.131671067846895,0,1,0.04399999999993055
327.7,0.5,4.131624754452522,0,1,0.04412499999993055
328.6,0.5,4.131578499909326,0,1,0.04424999999993056
329.5,0.5,4.131532303974368,0,1,0.04437499999993055
330.40000000000003,0.5,4.131486166406707,0,1,0.04449999999993056
331.3,0.5,4.1314400869674435,0,1,0.044624999999930554
332.2,0.5,4.131394065419601,0,1,0.044749999999930554
333.1,0.5,4.131348101528195,0,1,0.044874999999930554
334.0,0.5,4.131302195060277,0,1,0.044999999999930554
334.90000000000003,0.5,4.131256345784787,0,1,0.04512499999993056
335.8,0.5,4.1312105534727115,0,1,0.045249999999930554
336.7,0.5,4.131164817896962,0,1,0.045374999999930554
337.6,0.5,4.131119138832434,0,1,0.045499999999930554
338.5,0.5,4.1310735160559915,0,1,0.045624999999930554
339.40000000000003,0.5,4.131027949346428,0,1,0.04574999999993056
340.3,0.5,4.130982438484508,0,1,0.045874999999930555
341.2,0.5,4.130936983252979,0,1,0.045999999999930555
342.1,0.5,4.130891583436473,0,1,0.046124999999930555
343.0,0.5,4.130846238463791,0,1,0.046249999999930555
343.90000000000003,0.5,4.130800947909059,0,1,0.046374999999930555
344.8,0.5,4.130755712037031,0,1,0.046499999999930555
345.7,0.5,4.130710530635552,0,1,0.046624999999930555
346.6,0.5,4.130665403494378,0,1,0.046749999999930555
347.5,0.5,4.130620330405057,0,1,0.046874999999930556
348.40000000000003,0.5,4.130575311161011,0,1,0.046999999999930556
349.3,0.5,4.130530345557505,0,1,0.047124999999930556
350.2,0.5,4.130485433391616,0,1,0.04724999999993055
351.1,0.5,4.1304405744622485,0,1,0.047374999999930556
352.0,0.5,4.130395768570184,0,1,0.047499999999930556
352.90000000000003,0.5,4.130351015517987,0,1,0.047624999999930556
353.8,0.5,4.130306315110068,0,1,0.047749999999930556
354.7,0.5,4.130261667152641,0,1,0.04787499999993055
355.6,0.5,4.130217071453789,0,1,0.04799999999993056
356.5,0.5,4.130172527823333,0,1,0.04812499999993056
357.40000000000003,0.5,4.130128036072956,0,1,0.04824999999993056
358.3,0.5,4.1300835960161315,0,1,0.04837499999993056
359.2,0.5,4.130039207468173,0,1,0.04849999999993055
360.1,0.5,4.129994870246135,0,1,0.04862499999993056
361.0,0.5,4.129950584168916,0,1,0.04874999999993055
361.90000000000003,0.5,4.129906349057212,0,1,0.04887499999993056
362.8,0.5,4.129862164733458,0,1,0.04899999999993056
363.7,0.5,4.129818031021976,0,1,0.04912499999993055
364.6,0.5,4.1297739477487605,0,1,0.04924999999993056
365.5,0.5,4.12972991474168,0,1,0.04937499999993055
366.40000000000003,0.5,4.129685931830356,0,1,0.04949999999993056
367.3,0.5,4.1296419988461475,0,1,0.04962499999993056
368.2,0.5,4.129598115622239,0,1,0.04974999999993055
369.1,0.5,4.129554281993559,0,1,0.04987499999993056
370.0,0.5,4.129510497796833,0,1,0.04999999999993055
370.90000000000003,0.5,4.129466762870504,0,1,0.05012499999993056
371.8,0.5,4.129423077054803,0,1,0.05024999999993056
372.7,0.5,4.1293794401917285,0,1,0.05037499999993055
373.6,0.5,4.129335851771744,0,1,0.05049999999993056
374.5,0.5,4.129292311916631,0,1,0.05062499999993055
375.40000000000003,0.5,4.129248820506514,0,1,0.05074999999993056
376.3,0.5,4.129205377388336,0,1,0.05087499999993055
377.2,0.5,4.129161982410798,0,1,0.05099999999993055
378.1,0.5,4.129118635424257,0,1,0.05112499999993056
379.0,0.5,4.129075336280807,0,1,0.05124999999993055
379.90000000000003,0.5,4.129032084834195,0,1,0.05137499999993056
380.8,0.5,4.128988880939898,0,1,0.05149999999993055
381.7,0.5,4.128945724455083,0,1,0.05162499999993055
382.6,0.5,4.128902615238589,0,1,0.05174999999993056
383.5,0.5,4.128859553150953,0,1,0.05187499999993055
384.40000000000003,0.5,4.1288165380543695,0,1,0.05199999999993056
385.3,0.5,4.1287735698127355,0,1,0.05212499999993055
386.2,0.5,4.1287306482916355,0,1,0.05224999999993055
387.1,0.5,4.128687773358282,0,1,0.052374999999930553
388.0,0.5,4.1286449448816205,0,1,0.052499999999930554
388.90000000000003,0.5,4.128602162732196,0,1,0.05262499999993056
389.8,0.5,4.1285594267822425,0,1,0.052749999999930554
390.7,0.5,4.128516736905674,0,1,0.052874999999930554
391.6,0.5,4.128474092978075,0,1,0.052999999999930554
392.5,0.5,4.128431494876602,0,1,0.053124999999930554
393.40000000000003,0.5,4.128388942480173,0,1,0.05324999999993056
394.3,0.5,4.128346435669241,0,1,0.053374999999930554
395.2,0.5,4.128303974326017,0,1,0.053499999999930554
396.1,0.5,4.128261558334279,0,1,0.053624999999930555
397.0,0.5,4.1282191875794565,0,1,0.053749999999930555
397.90000000000003,0.5,4.128176861948629,0,1,0.053874999999930555
398.8,0.5,4.128134581330514,0,1,0.053999999999930555
399.7,0.5,4.128092345615442,0,1,0.054124999999930555
400.6,0.5,4.128050154695368,0,1,0.054249999999930555
401.5,0.5,4.128008008463879,0,1,0.054374999999930555
402.40000000000003,0.5,4.127965906816215,0,1,0.054499999999930555
403.3,0.5,4.127923845673329,0,1,0.054624999999930555
404.2,0.5,4.127881822254722,0,1,0.05474999999993055
405.1,0.5,4.127839842220047,0,1,0.054874999999930556
406.0,0.5,4.127797905447482,0,1,0.054999999999930556
406.90000000000003,0.5,4.127756011816859,0,1,0.055124999999930556
407.8,0.5,4.12771416120969,0,1,0.055249999999930556
408.7,0.5,4.127672353509276,0,1,0.05537499999993055
409.6,0.5,4.127630588600533,0,1,0.055499999999930556
410.5,0.5,4.1275888663701,0,1,0.055624999999930556
411.40000000000003,0.5,4.127547186706314,0,1,0.055749999999930556
412.3,0.5,4.1275055494991975,0,1,0.05587499999993056
413.2,0.5,4.127463954640427,0,1,0.05599999999993055
414.1,0.5,4.127422402023407,0,1,0.05612499999993056
415.0,0.5,4.127380891543204,0,1,0.05624999999993056
415.90000000000003,0.5,4.127339423096539,0,1,0.05637499999993056
416.8,0.5,4.12729799658182,0,1,0.05649999999993056
417.7,0.5,4.127256611899129,0,1,0.05662499999993055
418.6,0.5,4.127215268950207,0,1,0.05674999999993056
